custID,satCleanRoom,satCleanBath,satCleanCommon,satRoomPrice,satDiningPrice,satWifiPrice,satParkingPrice,satPerks,satCity,satCloseTransp,satCloseEvents,satPoints,satRecognition,satFrontStaff,satDiningStaff,satHouseStaff,satValetStaff,satOverall,distanceTraveled,nightsStayed,visitPurpose,avgRoomSpendPerNight,avgFoodSpendPerNight,avgWifiSpendPerNight,eliteSegment
ID_422,4,4,5,4,4,4,5,5,5,5,4,4,5,6,4,6,6,4,1338,4,Business,151.5,25.01,6.96,Platinum
ID_423,7,5,5,4,4,6,5,6,4,5,4,6,5,6,4,5,3,5,113,2,Business,149,10,6.45,Gold
ID_424,4,5,4,4,4,2,4,3,3,5,5,3,2,4,2,2,4,4,605,9,SportsEvent,154.56,28.63,3.31,Silver
ID_425,3,3,4,5,4,4,5,4,4,3,6,3,4,3,4,4,3,4,769,4,SportsEvent,161.5,5,9.48,NoStatus
ID_426,5,4,4,2,5,4,5,4,5,3,5,4,5,4,2,4,4,4,194,7,Vacation,149,16,4.69,Gold
ID_427,6,5,3,5,6,4,5,6,5,3,6,4,3,5,5,4,6,4,97,7,Conference,133.29,17.72,2.84,Silver
ID_428,5,5,5,5,3,4,5,4,6,5,5,4,4,5,4,5,4,4,289,3,SportsEvent,159,5.46,5.3,Silver
ID_429,2,4,2,5,4,4,4,3,2,4,4,3,2,2,2,4,4,4,342,4,OtherOrMixed,161.5,18.32,6.99,Silver
ID_430,3,3,5,4,3,5,4,3,4,5,4,4,4,3,2,3,4,4,647,4,Vacation,154,60.53,8.45,Gold
ID_431,5,4,3,4,4,3,5,4,3,2,4,4,5,4,5,4,3,4,119,6,SportsEvent,155.67,31.02,4.31,NoStatus
ID_432,6,6,4,4,3,5,5,5,5,5,4,5,3,6,3,5,4,6,4392,2,SportsEvent,164,20.69,3.98,Silver
ID_433,4,4,4,5,3,4,5,4,5,6,4,3,3,5,5,5,3,5,317,1,OtherOrMixed,149,0,9.95,Silver
ID_434,5,5,3,4,3,6,5,4,5,5,5,5,2,3,2,3,2,4,946,3,Conference,142.33,53.67,4.3,Silver
ID_435,5,5,6,3,4,4,3,5,2,3,5,5,5,4,4,4,5,5,194,1,OtherOrMixed,169,65.32,5,Gold
ID_436,6,4,3,5,6,6,4,4,5,5,5,5,5,4,4,4,3,4,323,4,Business,154,10.61,4.48,Gold
ID_437,2,3,3,3,3,1,5,3,2,4,4,3,3,3,5,4,2,2,402,1,SportsEvent,159,5,7.95,NoStatus
ID_438,4,5,3,4,5,4,5,6,3,5,4,6,4,5,3,5,3,3,571,2,Business,139,10,8.95,Silver
ID_439,4,5,5,4,4,4,5,5,4,4,3,5,4,5,3,5,4,7,120,9,SportsEvent,149,21.98,10.63,Gold
ID_440,5,4,3,3,3,3,4,5,5,5,4,3,4,4,3,5,5,4,761,4,Vacation,154,40.08,1.99,Silver
ID_441,5,6,3,3,4,4,5,4,3,5,3,5,4,3,4,4,3,2,620,6,Concert,159,19.67,4.63,Silver
ID_442,6,7,4,6,4,4,6,5,4,5,5,4,3,4,2,4,3,5,322,3,Concert,152.33,16.67,10.97,Gold
ID_443,5,5,4,4,5,3,4,3,5,7,4,4,4,5,4,3,4,5,611,7,Vacation,150.43,10,7.98,NoStatus
ID_444,5,5,6,4,2,3,1,2,3,4,3,3,4,3,4,2,7,3,234,2,Vacation,159,46.63,8.98,NoStatus
ID_445,5,5,5,5,5,4,6,6,4,3,5,4,4,5,4,5,5,5,489,4,Business,154,27.12,13.45,NoStatus
ID_446,4,4,5,5,6,4,5,5,3,3,4,5,3,4,4,6,4,4,292,2,SportsEvent,134,54.38,5,NoStatus
ID_447,6,5,5,5,5,4,4,3,5,7,7,3,3,4,4,4,4,4,283,3,Vacation,162.33,10,3.32,Silver
ID_448,5,5,5,3,3,4,3,5,4,6,5,3,5,3,4,5,4,5,146,2,Business,149,5,8.98,Gold
ID_449,4,4,4,4,3,4,3,2,3,4,5,2,4,3,3,4,5,3,1562,2,Vacation,169,5,4.98,NoStatus
ID_450,6,5,4,4,5,5,5,6,6,5,5,5,4,5,5,4,4,6,4159,1,Business,149,15,0,Gold
ID_451,4,4,4,6,2,6,4,5,2,4,3,4,3,4,3,4,5,4,1367,6,Business,154,42.63,10.63,Gold
ID_452,4,3,3,5,2,5,3,3,3,2,4,4,3,2,1,4,3,2,276,2,Vacation,184,56.77,5,Silver
ID_453,6,6,5,4,5,4,3,5,4,4,3,4,5,5,3,3,4,5,1345,2,Vacation,139,61.89,2.48,Silver
ID_454,4,4,4,2,2,3,3,4,3,4,5,3,3,5,5,3,4,4,129,2,Vacation,169,5,9.98,Silver
ID_455,4,3,4,3,2,2,3,1,3,2,3,2,3,1,2,3,3,2,335,5,SportsEvent,151,5,10.17,NoStatus
ID_456,5,5,5,3,4,4,5,4,4,5,4,3,5,4,4,6,3,4,135,5,Vacation,167,7.18,8.98,NoStatus
ID_457,2,3,4,5,4,3,5,4,4,4,5,5,4,2,4,3,2,5,541,1,OtherOrMixed,159,10,9.95,Gold
ID_458,6,5,4,2,4,3,5,5,4,5,5,5,3,5,5,6,4,3,803,3,OtherOrMixed,152.33,16.03,7.62,NoStatus
ID_459,6,4,5,5,3,4,6,4,5,4,5,5,4,4,3,2,2,6,1254,15,Vacation,150.33,28.25,5.1,Silver
ID_460,4,4,4,2,4,1,4,3,3,2,4,4,3,3,5,3,5,4,266,1,SportsEvent,139,10,0,NoStatus
ID_461,3,4,4,6,4,5,4,4,5,5,4,4,4,5,5,5,5,5,161,2,Business,164,19.05,14.95,Gold
ID_462,2,4,4,3,4,4,4,3,5,5,6,3,4,4,4,1,2,3,1434,4,SportsEvent,124,33.14,4.48,NoStatus
ID_463,7,5,5,4,3,5,4,6,5,4,4,5,3,5,3,2,4,6,163,1,Business,139,5,9.95,Platinum
ID_464,5,5,4,3,5,3,4,5,4,5,4,4,4,4,4,4,3,2,1683,4,Conference,149,5,4.48,Silver
ID_465,5,4,3,3,2,5,3,3,3,5,3,5,5,2,3,4,2,4,4275,2,Business,184,0,3.98,Silver
ID_466,3,5,4,4,4,5,3,5,3,4,4,4,3,3,6,4,5,4,929,6,Concert,154,22.6,3.81,NoStatus
ID_467,4,5,5,3,4,3,5,2,3,4,5,3,4,4,4,6,4,5,266,3,SportsEvent,142.33,25.6,3.32,Silver
ID_468,5,6,4,4,4,2,5,4,3,4,3,4,2,5,2,4,5,4,283,4,Vacation,141.5,5,6.46,NoStatus
ID_469,6,4,4,4,5,5,7,5,5,5,6,4,4,5,4,5,4,4,677,8,Business,146.5,34.56,7.46,Platinum
ID_470,4,3,4,4,3,4,4,4,4,3,3,5,4,3,4,4,3,4,673,1,Conference,159,10,0,NoStatus
ID_471,2,4,3,3,3,4,4,4,3,2,3,3,3,4,4,4,5,3,160,2,Vacation,164,10,6.45,Gold
ID_472,7,6,6,5,4,5,5,5,4,4,5,5,5,5,5,6,5,4,229,4,Business,159,46.77,11.46,Silver
ID_473,5,4,4,6,4,4,4,4,5,6,6,4,4,4,3,5,4,4,938,2,SportsEvent,159,10,8.98,Gold
ID_474,5,5,3,3,3,2,5,3,2,5,4,4,2,3,3,6,2,4,1053,7,OtherOrMixed,151.86,5,3.97,NoStatus
ID_475,3,4,4,3,3,4,5,4,4,4,3,4,4,4,4,5,3,4,397,3,Vacation,169,0,5.3,Silver
ID_476,4,5,5,6,4,5,4,6,6,4,5,4,4,6,5,4,4,5,1014,4,Conference,159,32.33,10.71,Silver
ID_477,4,5,6,5,3,4,4,4,4,4,4,5,4,4,3,3,4,3,279,1,Concert,169,38.95,7.95,Gold
ID_478,3,4,3,3,3,2,4,3,5,3,5,3,3,3,3,4,4,3,52,2,SportsEvent,159,29.43,13.95,NoStatus
ID_479,5,4,4,3,5,4,5,3,2,1,4,3,4,2,3,4,2,3,425,3,Vacation,152.33,11.48,5.97,NoStatus
ID_480,5,3,4,2,5,5,6,6,5,5,4,5,6,7,5,6,4,5,542,1,Business,139,45.06,9.95,Platinum
ID_481,6,6,5,3,4,3,4,4,3,4,4,6,5,4,3,4,2,5,654,3,Business,172.33,10.56,5.3,NoStatus
ID_482,3,5,3,3,3,3,3,4,4,5,4,3,4,2,4,4,3,3,246,2,SportsEvent,174,27.92,3.98,NoStatus
ID_483,2,4,3,3,3,3,4,5,4,5,6,5,5,2,2,3,2,3,1198,6,Business,160.67,18.14,4.64,Silver
ID_484,5,5,4,3,3,4,6,6,5,6,6,5,5,5,4,4,5,5,255,3,OtherOrMixed,135.67,5,5.97,NoStatus
ID_485,5,6,1,3,5,6,6,5,5,5,5,6,4,5,5,4,2,3,150,7,Concert,143.29,10,4.11,Gold
ID_486,3,4,3,5,4,4,5,3,3,4,5,4,5,3,3,4,2,4,507,4,Concert,164,20.12,10.96,NoStatus
ID_487,3,4,2,2,4,4,5,4,3,4,4,4,4,3,3,3,1,3,228,7,Business,160.43,5,3.41,Silver
ID_488,5,7,4,3,2,5,5,5,5,4,5,4,5,4,3,3,3,4,1430,2,Vacation,139,0,8.95,Platinum
ID_489,5,4,4,1,3,2,3,4,3,4,5,4,2,3,3,3,5,5,747,2,SportsEvent,159,10,7.95,NoStatus
ID_490,4,5,4,4,3,4,4,4,3,4,4,3,3,3,4,4,2,4,1312,3,SportsEvent,159,5,2.65,NoStatus
ID_491,4,5,4,5,6,6,6,6,5,5,5,5,5,4,4,6,3,5,171,4,Concert,154,15,7.46,Silver
ID_492,3,4,3,6,3,4,4,5,3,4,4,3,4,4,5,4,3,4,136,3,Vacation,145.67,21.17,14.28,Silver
ID_493,4,5,5,4,5,4,6,4,4,5,4,5,4,4,4,3,4,4,253,5,Conference,137,11.62,10.57,Gold
ID_494,4,4,5,4,3,3,4,4,3,4,4,4,3,4,4,3,4,4,1314,2,Business,159,5,5,Silver
ID_495,2,3,3,4,4,5,4,5,2,1,3,5,4,4,2,6,6,4,1409,5,Business,161,15,7.58,NoStatus
ID_496,5,6,3,2,5,5,5,6,4,4,5,5,5,6,4,4,4,3,682,4,Concert,136.5,5,5.21,Silver
ID_497,1,3,4,3,3,3,4,1,5,4,4,1,2,3,4,3,3,4,260,7,SportsEvent,164.71,9.51,10.96,NoStatus
ID_498,5,4,3,3,4,3,5,5,4,5,5,4,4,4,4,4,5,5,557,6,Concert,147.33,21,7.63,Gold
ID_499,4,4,5,4,3,4,4,3,4,3,4,3,3,3,3,2,3,3,1314,4,OtherOrMixed,161.5,11.39,9.48,NoStatus
ID_500,3,5,5,6,5,6,4,5,3,3,4,6,5,6,6,5,5,5,452,2,Business,159,80.97,9.98,Platinum
ID_501,3,4,3,4,3,2,3,3,3,2,3,2,1,2,3,7,5,2,80,1,SportsEvent,199,5,0,NoStatus
ID_502,5,4,4,2,3,4,4,3,3,2,4,3,2,3,4,7,3,4,606,3,SportsEvent,159,5,5,NoStatus
ID_503,4,4,3,4,3,4,4,4,3,3,3,4,5,4,4,6,5,2,344,2,Conference,149,45.3,5,Silver
ID_504,2,3,3,6,3,4,3,3,3,2,3,2,2,2,3,5,3,1,680,4,SportsEvent,164,24.74,9.48,NoStatus
ID_505,4,4,4,2,4,4,5,5,6,5,6,4,5,6,4,4,4,6,141,2,Conference,134,5,3.98,Gold
ID_506,4,4,6,5,2,4,4,5,4,5,4,4,5,3,4,2,4,3,1005,1,OtherOrMixed,159,0,7.95,NoStatus
ID_507,6,5,3,3,4,4,4,5,2,3,3,6,4,3,3,2,3,4,161,4,Conference,169,33.66,8.98,Silver
ID_508,5,6,5,4,1,6,4,5,4,4,5,5,4,6,5,4,4,3,418,2,OtherOrMixed,159,4.25,5,Gold
ID_509,4,5,5,4,3,5,3,5,3,4,4,4,3,2,3,3,4,4,111,6,SportsEvent,165.67,25.48,2.65,NoStatus
ID_510,4,4,4,4,7,5,7,6,6,4,5,5,6,5,5,3,1,4,572,1,Conference,149,99.37,0,Platinum
ID_511,4,3,4,5,3,4,5,4,3,3,3,5,4,3,4,6,3,3,442,3,Conference,169,12.59,3.32,Gold
ID_512,5,4,2,5,3,5,4,5,3,3,3,5,6,4,3,6,4,3,1544,6,Conference,152.33,30.5,10.3,Gold
ID_513,4,4,2,4,2,3,3,3,3,3,4,3,2,2,3,6,5,3,1026,4,SportsEvent,176.5,71.99,8.98,NoStatus
ID_514,3,5,3,2,4,2,4,3,4,4,4,3,4,4,3,5,4,2,1101,14,OtherOrMixed,149.71,44.28,3.12,NoStatus
ID_515,6,5,5,5,4,3,4,3,3,4,2,2,1,1,3,3,4,4,78,3,SportsEvent,162.33,10,10.3,NoStatus
ID_516,3,6,5,4,3,3,4,4,3,3,5,4,4,3,3,4,2,3,559,3,SportsEvent,132.33,70.34,1.65,NoStatus
ID_517,6,5,5,3,4,3,4,5,6,4,4,5,4,5,4,5,2,4,1878,5,Business,165,22.32,10.57,Silver
ID_518,4,4,3,4,2,4,3,4,5,4,5,4,4,3,3,5,5,3,311,2,Vacation,174,5,8.98,Gold
ID_519,5,6,3,6,5,6,6,5,4,6,6,4,3,5,5,5,4,4,6726,3,Business,152.33,14.17,8.28,Gold
ID_520,4,5,2,5,3,3,4,6,4,5,5,4,5,5,5,6,5,4,128,7,Business,151.86,50.65,3.41,Silver
ID_521,5,5,5,4,3,6,7,5,6,2,6,4,4,6,6,7,4,6,1098,1,SportsEvent,139,18.92,9.95,NoStatus
ID_522,3,3,4,4,4,4,4,4,3,4,3,4,5,2,2,3,3,4,502,2,SportsEvent,149,10,9.98,Silver
ID_523,2,4,4,3,3,2,3,2,2,3,3,3,3,3,4,4,3,4,226,2,SportsEvent,134,5.2,12.95,NoStatus
ID_524,3,4,3,3,4,4,4,7,4,4,4,6,5,5,5,4,3,5,588,2,Business,159,10,3.98,Gold
ID_525,3,3,5,1,5,1,5,5,5,6,5,4,4,4,3,4,3,5,3463,4,OtherOrMixed,149,24.21,4.48,NoStatus
ID_526,3,2,4,4,5,4,4,3,4,4,5,4,3,5,4,5,3,5,670,4,Vacation,144,29.58,10.71,Silver
ID_527,7,6,4,5,3,5,4,5,4,6,5,4,3,5,4,4,4,4,1195,1,SportsEvent,149,10,5,Gold
ID_528,4,4,2,5,5,5,4,5,4,3,3,5,5,4,3,3,4,3,1113,2,Conference,154,79.6,0,Gold
ID_529,5,4,4,3,5,2,4,5,4,4,3,4,2,4,1,2,4,4,77,2,Conference,144,64.26,7.95,NoStatus
ID_530,5,5,6,3,4,4,3,4,2,2,4,4,4,4,4,6,5,4,178,3,Vacation,155.67,32.54,10.97,NoStatus
ID_531,5,4,4,6,4,7,4,5,4,3,4,5,5,4,5,4,3,5,427,4,Conference,156.5,28.74,6.21,Silver
ID_532,5,6,5,6,4,5,5,6,6,4,4,6,5,5,5,6,2,6,1268,1,Business,159,5,9.95,Platinum
ID_533,4,5,3,5,4,4,4,5,4,6,4,3,4,4,4,4,5,5,766,6,Vacation,152.33,5.45,5.3,NoStatus
ID_534,6,6,5,3,5,2,4,5,4,2,4,5,4,5,3,5,3,4,411,4,SportsEvent,139,19.49,7.95,Gold
ID_535,5,4,4,4,6,4,6,5,3,4,4,5,3,4,3,3,2,4,542,6,Business,145.67,10,11.46,Gold
ID_536,4,2,3,1,3,3,5,5,4,5,5,4,5,3,2,4,3,3,82,2,Conference,139,16.71,4.98,NoStatus
ID_537,4,5,5,5,5,4,5,3,4,6,4,5,4,3,3,4,3,4,187,9,Concert,155.67,11.65,4.86,NoStatus
ID_538,5,3,4,4,6,5,4,4,6,3,6,5,5,5,3,5,5,5,3575,1,OtherOrMixed,129,10,0,Gold
ID_539,4,3,4,2,3,2,3,2,3,3,3,3,3,3,4,5,2,5,238,2,SportsEvent,174,59.81,12.95,Gold
ID_540,2,4,4,3,3,2,4,2,3,3,4,2,3,3,3,2,4,2,451,5,SportsEvent,159,14.13,0.99,NoStatus
ID_541,4,4,4,4,2,4,2,4,3,4,4,5,5,2,2,4,4,2,1567,13,OtherOrMixed,160.54,21.17,9.36,NoStatus
ID_542,6,4,4,5,3,4,3,4,3,4,4,4,3,4,5,5,4,4,364,2,SportsEvent,169,48.24,14.95,NoStatus
ID_543,2,3,4,3,4,2,4,3,3,5,2,4,5,4,4,4,5,4,508,1,OtherOrMixed,159,10,9.95,NoStatus
ID_544,2,3,3,2,5,3,3,4,3,4,5,4,4,3,3,3,3,4,127,7,Vacation,141.86,40.56,4.54,Silver
ID_545,4,3,3,3,3,4,3,3,4,2,4,3,4,3,4,5,5,5,123,4,Vacation,161.5,41.85,4.98,Silver
ID_546,5,5,6,6,5,4,6,5,4,5,3,5,5,5,4,5,3,5,285,6,Conference,134,15.87,10.8,Gold
ID_547,5,4,4,5,3,4,5,4,4,5,4,3,3,5,3,5,5,5,492,3,SportsEvent,135.67,5,9.3,NoStatus
ID_548,4,5,5,3,4,4,5,5,4,5,4,4,5,5,5,6,4,5,47,1,Conference,129,5,7.95,NoStatus
ID_549,5,4,4,2,4,5,5,5,2,4,4,5,5,4,5,5,4,5,2964,5,Vacation,147,28.6,4.57,Silver
ID_550,3,4,5,4,3,3,6,3,4,4,5,4,3,3,1,4,2,6,644,2,SportsEvent,149,23.17,8.98,NoStatus
ID_551,6,4,4,5,4,6,5,5,5,4,6,5,4,5,5,4,4,6,1531,3,Business,142.33,48.3,9.97,Gold
ID_552,5,5,4,4,5,5,6,5,6,5,5,5,4,6,4,4,4,6,444,1,Business,159,10,9.95,Gold
ID_553,2,2,4,4,3,4,4,3,3,5,4,4,3,3,3,5,4,3,417,2,OtherOrMixed,149,52,0,NoStatus
ID_554,4,5,5,3,4,7,5,5,5,5,4,5,5,5,4,5,4,6,390,4,Vacation,144,19.64,8.98,Gold
ID_555,3,4,5,5,4,7,6,4,4,4,4,5,4,4,3,5,2,3,3832,3,Conference,169,5,1.65,Silver
ID_556,5,4,5,5,3,4,5,5,4,5,3,4,5,4,3,4,3,4,975,4,Vacation,159,5,11.21,Gold
ID_557,4,4,4,4,4,3,5,4,5,4,5,4,5,4,4,5,3,5,568,6,Vacation,134,48.42,2.98,Silver
ID_558,6,5,3,5,4,6,4,6,5,6,6,4,4,5,3,6,4,5,177,4,Business,164,40.92,8.98,Gold
ID_559,4,4,6,4,2,4,2,2,3,3,4,4,3,2,3,4,4,5,328,6,Concert,152.33,11.2,9.31,Silver
ID_560,4,6,3,4,3,6,5,6,3,4,4,4,5,4,4,5,5,4,895,4,Conference,149,21.79,11.96,Gold
ID_561,5,5,2,2,4,3,5,5,4,3,4,6,3,5,5,5,5,5,1440,7,Conference,150.43,19.54,2.98,Gold
ID_562,3,4,4,4,4,6,5,5,6,3,6,5,5,5,5,5,4,7,1397,2,Business,149,5,0,Gold
ID_563,5,6,3,4,3,2,4,6,3,3,3,5,5,4,3,5,4,3,1306,5,Business,137,13.09,14.15,Silver
ID_564,4,4,3,4,3,4,3,4,5,4,4,4,2,4,1,3,4,3,1318,2,Vacation,174,17.41,5,Silver
ID_565,2,4,3,4,2,3,4,4,4,2,5,4,4,4,3,4,3,3,1682,4,Conference,141.5,18.19,10.21,Gold
ID_566,4,3,2,5,4,3,5,4,2,5,4,5,2,4,5,6,3,3,754,2,Concert,149,10,12.45,NoStatus
ID_567,4,4,3,3,3,5,5,4,4,2,3,4,3,3,4,6,3,2,380,6,Vacation,160.67,7.31,5.63,Silver
ID_568,6,6,3,3,5,5,5,6,5,5,5,6,6,5,4,6,3,7,474,6,Business,155.67,22.99,4.63,Platinum
ID_569,6,5,5,3,6,5,6,3,3,4,4,4,3,4,4,4,2,4,192,5,SportsEvent,131,27.58,5.16,NoStatus
ID_570,4,6,4,2,3,6,5,4,4,3,4,5,5,5,5,5,3,4,289,5,Business,159,26.66,1.59,NoStatus
ID_571,3,4,3,5,4,4,5,5,3,3,4,5,3,5,4,5,4,4,1480,4,Vacation,149,21.16,3.73,Silver
ID_572,2,3,3,4,3,2,3,4,4,4,4,3,4,3,4,4,5,4,324,1,SportsEvent,199,5,4.95,NoStatus
ID_573,4,5,5,4,3,5,4,5,5,3,5,5,4,4,4,5,3,3,971,6,Business,164,15.12,11.46,Gold
ID_574,4,4,4,1,3,2,3,4,3,3,4,3,4,2,2,5,3,3,227,3,OtherOrMixed,152.33,14.82,13.62,NoStatus
ID_575,3,3,6,3,2,3,3,5,3,5,5,5,5,4,4,6,3,5,762,2,OtherOrMixed,169,5,5,Gold
ID_576,5,5,4,6,5,4,5,6,4,2,5,5,5,4,5,4,4,5,1212,2,Business,134,10,9.98,Platinum
ID_577,4,4,3,3,5,4,4,4,2,4,4,4,3,4,3,3,3,4,78,4,Conference,166.5,15,6.45,NoStatus
ID_578,5,5,4,2,3,4,3,4,4,5,5,4,3,4,4,5,5,4,120,3,SportsEvent,139,87.52,8.32,NoStatus
ID_579,2,3,2,1,3,2,4,4,5,5,5,3,4,4,3,3,4,3,239,12,SportsEvent,137.33,7.24,5.3,NoStatus
ID_580,7,4,7,6,2,6,6,6,5,6,5,5,5,5,5,5,3,4,82,5,Conference,153,19.27,8.18,Silver
ID_581,4,4,5,4,4,4,5,3,5,6,3,3,3,3,3,4,3,5,214,2,Vacation,129,67.96,8.98,NoStatus
ID_582,2,3,4,2,4,4,5,4,2,4,2,3,4,3,4,5,4,4,109,1,SportsEvent,139,109.1,7.95,NoStatus
ID_583,4,6,4,3,4,6,3,5,4,2,4,5,4,3,3,3,5,5,141,3,Business,145.67,29.4,2.65,NoStatus
ID_584,5,4,4,3,3,1,3,4,4,3,5,3,3,4,4,4,4,3,1045,6,Conference,165.67,23.87,7.15,Silver
ID_585,5,6,6,1,4,3,4,4,4,4,4,4,4,4,4,5,4,4,144,2,Vacation,149,10,3.98,Silver
ID_586,3,3,4,4,3,4,5,4,3,6,4,3,3,3,3,3,3,4,175,2,Vacation,174,40,9.98,Silver
ID_587,4,3,2,4,3,5,3,5,3,5,3,5,5,5,4,2,4,3,644,2,Vacation,184,5,8.95,NoStatus
ID_588,5,5,4,3,4,3,4,4,3,3,2,3,3,3,2,4,3,4,325,7,Business,143.29,19.25,8.69,NoStatus
ID_589,5,6,5,3,3,4,3,4,3,4,3,3,4,4,3,5,5,4,540,7,OtherOrMixed,154.71,14.44,4.4,Silver
ID_590,4,3,4,3,4,3,5,4,4,4,4,4,5,4,3,4,2,3,147,2,Business,149,0,6.45,Silver
ID_591,5,4,3,3,6,4,4,3,5,4,3,4,4,3,3,2,4,4,166,2,SportsEvent,134,42.69,8.98,NoStatus
ID_592,5,4,4,4,4,5,5,3,3,4,3,3,4,3,3,3,3,3,251,2,SportsEvent,149,104.16,5,NoStatus
ID_593,6,5,4,4,5,4,5,6,4,5,5,6,5,5,3,5,3,6,781,5,Conference,143,5,6.59,Platinum
ID_594,6,5,4,4,4,4,4,5,4,5,6,3,2,5,5,5,6,3,2506,2,SportsEvent,149,69.38,13.95,NoStatus
ID_595,5,4,6,2,3,4,4,4,3,3,3,4,4,5,4,6,6,4,1278,2,SportsEvent,159,55.59,0,Gold
ID_596,5,4,3,4,5,4,5,4,4,4,4,5,4,4,5,5,4,5,246,2,Business,139,30.97,7.95,Silver
ID_597,2,3,3,5,6,5,7,4,6,4,5,5,3,4,3,4,4,5,1287,5,Vacation,149,59.07,12.95,NoStatus
ID_598,5,4,3,4,4,5,6,5,5,3,5,4,5,6,4,4,4,4,442,3,Business,149,34.21,5.97,Platinum
ID_599,5,6,4,3,2,4,3,5,4,2,4,4,4,4,5,4,6,4,1368,8,Conference,156.5,31.37,6.46,Platinum
ID_600,4,2,3,4,4,4,5,6,5,4,5,5,5,5,3,5,2,6,1385,2,Business,164,10,11.45,Silver
ID_601,4,4,5,3,3,4,4,6,5,6,5,4,4,6,6,5,4,5,365,1,Concert,149,5,0,Gold
ID_602,6,5,5,3,2,5,4,4,4,4,3,5,5,5,5,5,5,4,1411,3,Business,152.33,15.71,1.65,Silver
ID_603,4,6,4,3,4,5,5,4,5,5,4,6,5,4,3,5,4,5,741,3,Concert,132.33,5,5.3,Gold
ID_604,2,3,4,5,4,4,5,5,3,5,4,4,5,4,3,3,4,5,243,2,SportsEvent,149,8.92,5,Gold
ID_605,5,5,4,4,3,3,5,6,5,4,5,3,4,4,5,5,4,5,252,1,Vacation,149,69.96,0,Silver
ID_606,6,5,3,5,3,4,5,4,3,3,3,4,5,3,3,5,4,4,3134,2,Business,144,10,6.45,Gold
ID_607,4,3,5,3,4,4,4,5,4,4,4,4,6,4,5,5,4,3,106,4,Business,151.5,12.61,6.96,Gold
ID_608,4,3,2,4,2,5,4,4,2,4,3,5,4,2,1,2,2,3,4331,10,Business,158,5.91,8.08,NoStatus
ID_609,3,3,2,4,5,3,5,4,4,2,5,5,4,3,3,2,3,5,227,10,Concert,148,29.99,5.87,NoStatus
ID_610,3,5,3,3,3,4,3,4,3,2,3,4,3,3,4,5,3,5,724,4,Concert,144,17.23,5,Platinum
ID_611,4,2,4,4,4,2,5,4,4,3,4,3,3,4,4,4,3,4,1371,2,Vacation,139,47.79,8.98,Gold
ID_612,3,4,4,5,4,5,5,4,6,5,5,4,3,5,5,6,4,5,1292,6,Vacation,139,19.44,9.31,Silver
ID_613,5,6,5,4,5,6,4,5,6,5,4,6,6,5,4,3,4,6,181,3,OtherOrMixed,149,6.33,2.65,Gold
ID_614,4,5,5,4,2,5,4,4,4,2,4,4,5,5,4,6,5,5,978,1,Vacation,139,5,14.95,Gold
ID_615,2,4,3,4,3,3,4,3,2,5,2,3,2,3,3,4,5,4,559,2,SportsEvent,144,17.12,5,NoStatus
ID_616,3,3,5,4,2,4,3,3,3,4,4,5,4,2,2,3,2,3,494,2,OtherOrMixed,159,64.63,4.98,NoStatus
ID_617,2,4,4,5,2,4,3,4,3,3,3,4,4,4,3,5,5,2,243,6,Concert,160.67,27.77,8.32,Gold
ID_618,4,5,3,2,3,4,5,4,3,4,5,5,3,3,2,3,2,4,1137,3,Business,152.33,21.51,2.65,Gold
ID_619,5,3,4,3,3,2,5,3,4,2,5,3,3,3,3,3,2,4,2837,2,SportsEvent,149,5,7.45,NoStatus
ID_620,6,4,4,4,3,4,4,3,3,4,3,4,4,3,1,3,3,3,856,2,Vacation,144,5,13.95,Gold
ID_621,3,5,3,2,4,4,4,5,5,5,5,4,3,3,4,4,4,5,145,3,Concert,142.33,5,1.65,NoStatus
ID_622,4,5,4,2,3,4,2,4,5,5,5,4,5,4,5,5,5,2,286,2,Business,159,5,9.98,Platinum
ID_623,3,4,2,6,3,5,4,5,3,4,4,4,6,4,4,3,6,4,982,6,Business,150.67,5.49,10.3,Platinum
ID_624,6,4,4,4,4,5,4,5,5,5,5,4,4,5,4,2,4,5,525,2,Business,154,10,8.95,Platinum
ID_625,4,5,5,4,4,4,5,4,5,2,5,3,2,4,3,7,3,3,950,1,SportsEvent,149,26.83,5,Gold
ID_626,5,4,4,4,5,4,4,2,4,6,4,4,3,3,3,4,3,3,95,3,Concert,169,78.02,10.3,NoStatus
ID_627,6,5,3,4,4,6,5,5,5,5,5,4,6,6,5,6,2,6,254,1,Conference,159,5,7.95,Gold
ID_628,5,4,4,4,4,3,3,4,4,6,5,3,4,4,5,3,4,5,899,1,SportsEvent,139,10,5,NoStatus
ID_629,4,3,3,4,2,3,2,3,3,3,4,5,4,3,3,4,4,4,156,2,SportsEvent,184,54.36,7.95,NoStatus
ID_630,3,4,4,3,1,3,4,4,3,5,4,3,4,3,4,5,4,4,368,10,SportsEvent,150,23.23,10.76,NoStatus
ID_631,4,5,6,4,4,6,6,6,5,5,5,4,5,6,5,7,2,5,361,1,Conference,129,29.39,0,Silver
ID_632,3,4,4,5,4,5,5,5,4,5,4,5,5,5,3,4,4,3,667,4,Business,141.5,17.64,8.98,Platinum
ID_633,4,4,5,4,3,3,3,5,3,4,3,6,6,5,3,4,4,4,598,2,Business,159,5,4.98,Platinum
